Waktu,Koin,Harga_IDR,Perubahan_24jam
2026-08-26 08:33,ripple,25516,-4.341279778268364
2026-08-26 09:00,ripple,25522,-4.563782603177643
2026-08-26 09:02,ripple,25508,-4.47941891355542
2026-09-03 08:10,ripple,23960,0.7825168288564385
2026-09-03 08:14,ripple,24003,0.8626002147734289
2026-09-04 14:41,bitcoin,1424325255,3.503340764867349
2026-09-04 14:46,bitcoin,1424095254,3.505992174073281
2026-09-05 13:58,bitcoin,1404767163,-1.3177098856071365
